# 2017/03/25 21:46:23 Population size: 5000			
# Using: pga_global_P5000 and sga_P5000 binary			
# Nodes	sga time	pga_time	speedup
1	12.874	12.9048	0.9976
2	12.874	8.6097	1.4953
3	12.874	6.7626	1.9037
4	12.874	5.6462	2.2801
5	12.874	5.5595	2.3157
6	12.874	5.2849	2.436
