# 2017/04/02 19:50:29 Population size: 5000			
# Using: pga_partial_P5000 and sga_P5000 binary			
# Nodes	sga time	pga_time	speedup
1	12.878	13.3253	0.9664
2	12.878	3.5889	3.5883
3	12.878	3.511	3.6679
4	12.878	2.1288	6.0495
5	12.878	1.9293	6.675
6	12.878	1.7058	7.5496
